Time (s),x (m),y (m),z (m),vx (m/s),vy (m/s),vz (m/s),B_North (nT),B_East (nT),B_Down (nT),RollTorque (Nm),PitchTorque (Nm),YawTorque (Nm),OmegaX (rad/s),OmegaY (rad/s),OmegaZ (rad/s),Power (Watt)
14490,4.624116861979379,2.8360017000747915,-3.9860721788873423,-0.005578083716908233,0.0035403731150671636,-0.00394460382021829,1.985320670747686e-05,-4.854447724877835e-06,-3.186142667415343e-05,-6.3612888089427735e-06,4.815389282653771e-06,-1.1176678091596544e-05,0.10888967405373443,0.053702453820498604,0.2088896740537367,2.7158952030858936
14500,4.568035452569677,2.871219573840844,-4.025256450966654,-0.005638075852270432,0.003503125215140708,-0.0038921653717995048,1.970572443625709e-05,-4.842354812664943e-06,-3.223448864807172e-05,-3.0953329213613304e-06,-7.58997460924043e-06,-1.068530753060176e-05,0.10887017600052727,0.053657841150200544,0.20887017600052954,4.004296454741477
14510,4.511357804098371,2.9060626840863595,-4.063913793357234,-0.005697330241572432,0.00346542122977673,-0.0038392190357021895,1.9557273513661107e-05,-4.82953389392748e-06,-3.2603350767654674e-05,-1.0187802360992394e-05,1.2906714457163381e-06,-8.897130915276056e-06,0.10877676166996988,0.05361527529454665,0.20877676166997214,3.868837127906374
14520,4.454091332492318,2.9405264946179375,-4.1020391618862675,-0.005755839207937789,0.0034272661007937093,-0.003785771763395246,1.9407915612886104e-05,-4.815964639531937e-06,-3.296796438767691e-05,-7.660846226708489e-07,-7.660846226708489e-07,-1.0051936099744883e-05,0.10871337384550352,0.05363473990203681,0.20871337384550573,3.4450398264394195
14530,4.396243529954387,2.9746065189479336,-4.1396275822142945,-0.005813595173192092,0.003388664827411169,-0.003731830569922853,1.9257714148960456e-05,-4.801626250902751e-06,-3.3328281406984924e-05,-1.1558845322830072e-05,-3.850067642960682e-06,-7.70877767986939e-06,0.10865417476545285,0.05356613545341152,0.20865417476545506,4.1647100937543975
14540,4.337821963971913,3.0082983208650553,-4.176674150466216,-0.005870590658765717,0.003349622465564815,-0.0036774025329538757,1.9106734320562422e-05,-4.7864974705913215e-06,-3.3684254275168566e-05,-8.391273994694063e-06,2.3920262674584615e-06,-8.391273994694063e-06,0.10856596370922628,0.0535480743059493,0.2085659637092285,2.73255580633346
14550,4.278834276316195,3.041597514998072,-4.213174033852762,-0.005926818286581961,0.0033101441272160885,-0.0036224947918255513,1.8955043151755553e-05,-4.770556595267345e-06,-3.4035835999170133e-05,-4.334894229744959e-06,-7.723277667896543e-06,-1.2058171897641502e-05,0.10853003890832782,0.053516347759375776,0.20853003890833005,3.1234509358099
14560,4.21928818203319,3.0744997673726013,-4.249122471282369,-0.005982270779930558,0.003270234979656296,-0.003567114546581608,1.880270953343334e-05,-4.753781491332037e-06,-3.438298014982947e-05,-7.709405209413128e-06,-5.852443057327851e-06,-5.852443057327851e-06,0.10845072519092896,0.05345816814457533,0.2084507251909312,4.391296708138354
14570,4.159191468425544,3.1070007959609014,-4.28451477396342,-0.006036940964326547,0.003229900244805404,-0.0035112690570049732,1.8649804264241062e-05,-4.736149613359799e-06,-3.472564086836426e-05,-1.5089626130896316e-06,-1.5089626130896316e-06,-1.2051627001635658e-05,0.10836530060731767,0.053471704291478746,0.20836530060731995,2.91019562523896
14580,4.098551994026099,3.139096371224633,-4.31934632599677,-0.006090821768354499,0.003189145198505666,-0.0034549656416452443,1.8496400090715868e-05,-4.717638025580892e-06,-3.506377287278388e-05,-1.2077905833877284e-05,-4.617798960596685e-06,-7.460106873280597e-06,0.10831887048962059,0.05340547262675096,0.20831887048962286,4.6234483108489695
14590,4.0373776875630405,3.170782316650528,-4.353612584958531,-0.006143906224498112,0.0031479751698101676,-0.0033982116768410606,1.83425717463579e-05,-4.698223426622578e-06,-3.539733146423576e-05,-1.0758512110115142e-05,2.333161858589182e-08,-1.073518049152925e-05,0.1082285875592864,0.05336621882675244,0.2082285875592887,2.2007029673450993
14600,3.9756765469168185,3.2020545092789217,-4.387309082473058,-0.006196187469955149,0.0031063955402664497,-0.0033410145957375433,1.818839598931534e-05,-4.677882177729813e-06,-3.572627253328283e-05,-3.943187483176864e-06,-7.162387835814447e-06,-1.110557531899131e-05,0.10817237321439446,0.05334712575956452,0.20817237321439674,3.091223797438074
14610,3.913456638068999,3.232908880225092,-4.420431424776073,-0.006247658747437755,0.003064411743195307,-0.003283381887298959,1.8033951638335e-05,-4.656590334688539e-06,-3.6050552566110966e-05,-6.252034533936458e-06,-6.252034533936458e-06,-8.45963455275922e-06,0.10809388397509018,0.05329392932300849,0.2080938839750924,4.312390118047268
14620,3.85072609404317,3.2633414151933713,-4.45297529326791,-0.006298313405958138,0.0030220292629648893,-0.0032253210953167412,1.7879319606596986e-05,-4.634323683674659e-06,-3.637012865066509e-05,-9.323510226478542e-06,2.6863885187317643e-06,-1.2009898745210306e-05,0.10800334873289032,0.053275927310259666,0.20800334873289253,2.4784734447863133
14630,3.7874931138380816,3.293348154983965,-4.484936445056798,-0.006348144901599636,0.002979253634260236,-0.0031668398174130386,1.7724582933018637e-05,-4.611057781249756e-06,-3.6684958482712764e-05,-6.1591459715994e-06,-5.404304836354231e-06,-1.1563450807953632e-05,0.1079560574888735,0.053223085251636354,0.20795605748887577,4.362291979860462
14640,3.723765961353136,3.3229251959924566,-4.516310713492179,-0.0063971467982732,0.0029360904413483417,-0.0031079457040399153,1.756982681057701e-05,-4.5867679987198925e-06,-3.699500037183363e-05,-9.645118661026897e-06,-1.8308469638197683e-06,-1.1475965624846665e-05,0.10786906934764143,0.05317527229755065,0.20786906934764368,3.394773240922244
14650,3.6595529643063895,3.3520686907019286,-4.547094008687973,-0.006445312768459269,0.002892545317338884,-0.003048646457474367,1.7415138611164794e-05,-4.5614295710665335e-06,-3.730021324733421e-05,-1.7462164598788056e-06,-1.1624112546977305e-05,-9.8778960870985e-06,0.10779236237408976,0.053160974741771325,0.20779236237409202,3.501749100673889
14660,3.5948625131452103,3.3807748481676767,-4.5772823180358,-0.006492636593935097,0.0028486239434407203,-0.0029889498308092706,1.726060790645725e-05,-4.535017650647817e-06,-3.760055666408605e-05,-1.1657433207363438e-05,-1.043820461976593e-06,-1.0613612745386846e-05,0.1077117734068781,0.05311234561175659,0.20771177340688038,3.7675039685292635
14670,3.529703059949735,3.4090399344944697,-4.60687170670806,-0.006539112166487559,0.002804332048214269,-0.002928863626940429,1.7106326484232737e-05,-4.50750736585438e-06,-3.789599080828646e-05,-9.331561585793623e-06,-3.8718161170184745e-07,-9.331561585793623e-06,0.10763150514209335,0.053069823732916306,0.20763150514209563,2.7999585753547196
14680,3.4640831173292668,3.4368602733063076,-4.635858318150894,-0.006584733488611413,0.002759675406819882,-0.00286839569754983,1.6952388359553066e-05,-4.4788738848857095e-06,-3.8186476503140395e-05,-7.527912499794024e-06,-5.7052145320729675e-06,-1.3233127031866991e-05,0.10756781813888522,0.053029276841085715,0.2075678181388875,3.5007830923311793
14690,3.3980112573117673,3.4642322462086463,-4.664238374566947,-0.006629494674193099,0.0027146598402623206,-0.002807553942085257,1.6798889780175847e-05,-4.449092484790767e-06,-3.84719752144624e-05,-6.327104811608575e-06,-7.85736748280823e-06,-7.85736748280823e-06,0.10748585409841777,0.0529790926915306,0.20748585409842005,4.277181381554977
14700,3.3314961102265794,3.491152293243051,-4.692008177387905,-0.006673389949180074,0.0026692912146314353,-0.002746346306736389,1.6645929225537937e-05,-4.418138625889608e-06,-3.875244905619726e-05,-3.7401096246261295e-06,-3.7401096246261295e-06,-1.2330666667983519e-05,0.10739375012444169,0.052963670351133876,0.207393750124444,3.13419995955355
14710,3.2645463635805334,3.51761691333423,-4.719164107736776,-0.006716413652235734,0.002623575440339161,-0.0026847807834075046,1.6493607398618116e-05,-4.38598803166089e-06,-3.902786079585833e-05,-1.205801194317282e-05,-2.261785930511107e-06,-9.796226012661713e-06,0.10732356576378174,0.052907682609229234,0.20732356576378402,4.568887653140873
14720,3.19717076092757,3.543622664729433,-4.745702626879899,-0.006758560235379942,0.0025775184713529254,-0.0026228654086869274,1.634202720995993e-05,-4.352616774143087e-06,-3.929817385988209e-05,-9.782539108877385e-06,-3.1971986680260423e-06,-1.2979737776903427e-05,0.10723857633382046,0.05286646155386501,0.20723857633382273,2.369363797309371
14730,3.129378100732033,3.56916616543015,-4.771620276668603,-0.006799824264615212,0.0025311263044255727,-0.0025606082628133304,1.619129375311188e-05,-4.31800136485476e-06,-3.9563352338898136e-05,-6.453573789562822e-06,-4.981056639976174e-06,-1.1434630429538996e-05,0.1071571993616729,0.052834396049893144,0.20715719936167518,2.959446987285214
14740,3.061177235225773,3.5942440936161075,-4.796913679970542,-0.006840200420538575,0.002484404978321894,-0.00249801746863901,1.6041514270722715e-05,-4.282118851190972e-06,-3.982336099291294e-05,-4.9985932322772854e-06,-4.9985932322772854e-06,-1.1355438146012761e-05,0.1070620316935196,0.05280757511231104,0.20706203169352183,4.36317448614056
14750,2.992577069259203,3.618853188061504,-4.82157954109063,-0.006879683498939177,0.0024373605730418756,-0.002435101190590267,1.5892798110517436e-05,-4.244946918199286e-06,-4.007816525640654e-05,-1.2063672577849798e-05,-4.2489343712430353e-07,-1.1638779140725495e-05,0.1069750344342343,0.05276951222374479,0.2069750344342365,2.4213034171023695
14760,2.923586559146446,3.6429902485434655,-4.845614646181571,-0.006918268411381636,0.0023899992090407407,-0.0023718676336249938,1.574525667037257e-05,-4.206463995578948e-06,-4.032773124334114e-05,-9.42911325497948e-06,-3.3786482730845545e-06,-1.2807761528064034e-05,0.10689500409067869,0.05273256618733699,0.20689500409068087,4.39979616421828
14770,2.854214711504724,3.6666521362426847,-4.86901586364395,-0.00695595018577524,0.0023423270464458853,-0.002308325042187576,1.5599003331711413e-05,-4.16664936968172e-06,-4.0572025752079956e-05,-7.81094436743197e-06,-5.043062314354262e-06,-1.285400668178623e-05,0.1068106925625584,0.052702476988429454,0.20681069256256052,3.3615769599732426
14780,2.784470582088125,3.689835774136215,-4.891780144515869,-0.00699272396692895,0.0022943502842708054,-0.0022444816991612276,1.545415338045054e-05,-4.125483300222029e-06,-4.081101627021566e-05,-5.307820952789525e-06,-5.307820952789525e-06,-1.0531388840050893e-05,0.1067162827885541,0.05267269823471506,0.20671628278855625,3.506700360189291
14790,2.714363274615889,3.7125381473823897,-4.9139045228520795,-0.007028585017092356,0.0022460751596260816,-0.0021803459248178622,1.531082391474991e-05,-4.082947141328353e-06,-4.104467097930725e-05,-1.179009815275209e-05,1.064586962559361e-06,-1.2854685115311452e-05,0.10662275926819724,0.052633103923994014,0.20662275926819942,3.8166303626147844
14800,2.6439019395953554,3.7347563036978326,-4.93538611609261,-0.007063528716482542,0.0021975079469275256,-0.002115926075765602,1.5169133738850992e-05,-4.039023466487207e-06,-4.127295875952393e-05,-8.365068045847672e-06,-3.9830465686830315e-06,-1.2348114614530704e-05,0.10655182118257656,0.052578543972199396,0.20655182118257873,2.8013928759763465
14810,2.573095773139713,3.756487353726546,-4.956222125420858,-0.007097550563796964,0.002148654957101563,-0.0020512305438940164,1.502920324233205e-05,-3.9936961968468565e-06,-4.149584919419527e-05,-9.90033857094096e-06,-3.5897723638215925e-06,-1.3490110934762552e-05,0.1064618986615399,0.05253169101482498,0.20646189866154205,3.369539120816419
14820,2.5019540157806883,3.7777284714010255,-4.976409836111121,-0.0071306461767123505,0.002099522536787933,-0.0019862677553172127,1.4891154264167594e-05,-3.946950732260403e-06,-4.171331257426641e-05,-2.9410613843476954e-06,-1.343354466034939e-05,-1.0492483276001695e-05,0.10637446050213832,0.052505311536252416,0.20637446050214042,4.343198373000954
14830,2.4304859512763204,3.7984768942953995,-4.99594661786555,-0.0071628112923697055,0.0020501170675397812,-0.0019210461693148365,1.4755109941051156e-05,-3.8987740843584155e-06,-4.192531990265728e-05,-1.2762638218592339e-05,-5.395100310518199e-07,-1.222312818754052e-05,0.10628037860597364,0.052458089538041944,0.20628037860597573,2.9863133563741053
14840,2.3587009054139454,3.8187299239705523,-5.014829925140499,-0.007194041767845443,0.0020004449650212262,-0.001855574277271107,1.4621194539527755e-05,-3.8491550108509915e-06,-4.213184289852483e-05,-1.0402572203451237e-05,-6.876883681308318e-07,-1.0402572203451237e-05,0.10619355676297872,0.05240919027503226,0.20619355676298085,4.619284401450801
14850,2.286608244808547,3.838484926311212,-5.033057297462257,-0.007224333580608692,0.00195051267820247,-0.0017898606016119578,1.4489533271584991e-05,-3.7980841501695065e-06,-4.233285400142713e-05,-8.032602908642387e-06,-6.708146993415834e-06,-1.474074990205822e-05,0.10611831139096334,0.05237036701363406,0.20611831139096543,2.152078259742445
14860,2.2142173756966037,3.8577393318549755,-5.050626359732151,-0.007253682828964846,0.001900326688552522,-0.0017239136947403751,1.43602520934702e-05,-3.7455541554707928e-06,-4.2528326375388606e-05,-7.003648550739723e-06,-8.453376634075619e-06,-8.453376634075619e-06,0.10601869372484828,0.05232445128217545,0.20601869372485038,3.197213217203924
14870,2.1415377427255584,3.876490636113254,-5.067534822520975,-0.007282085732485378,0.001849893509229611,-0.0016577421379700143,1.4233477487635372e-05,-3.6915598269430667e-06,-4.271823391286513e-05,-1.019726179145659e-05,4.098936667186571e-06,-1.429619845864316e-05,0.10591001884950067,0.052322025601288624,0.2059100188495027,4.213687441684881
14880,2.06857882773907,3.894736399884103,-5.0837804823527675,-0.007309538632423995,0.001799219684269345,-0.0015913545404571804,1.4109336227861332e-05,-3.6360982412753273e-06,-4.290255123860827e-05,-9.934117749158177e-06,-4.5615023782357075e-06,-9.934117749158177e-06,0.1058478809850342,0.052259233488801154,0.20584788098503626,2.649634637070962
14890,1.9953501485581675,3.91247424955693,-5.099361221977884,-0.007336037992119151,0.0017483117877706892,-0.0015247595381312456,1.3987955127777377e-05,-3.5791688770823613e-06,-4.308125371342745e-05,-1.2152848878870986e-05,-1.7789741836330274e-06,-1.3931823062504012e-05,0.10574312488578348,0.05220910783503855,0.20574312488578556,4.096899881629103
14900,1.921861257758444,3.929701877409051,-5.1142750106353825,-0.007361580397382986,0.0016971764230798209,-0.0014579657926235814,1.3869460773171138e-05,-3.520773735017916e-06,-4.3254317437849386e-05,-3.9574466935710276e-06,-1.0368550894796733e-05,-1.0368550894796733e-05,0.10566303933167541,0.05218730799299149,0.20566303933167746,3.839552252322348
14910,1.848121741443434,3.946417041894069,-5.128519904304668,-0.007386162556876725,0.001645820221971923,-0.0013909819901950836,1.3753979238674257e-05,-3.4609174512613517e-06,-4.342171925567392e-05,-1.2542110058123215e-05,-9.510627792368599e-07,-1.1591047278886357e-05,0.10556253074841668,0.052133874192186555,0.20556253074841876,3.4356995640501573
14920,1.7741412180143004,3.962617567922069,-5.142094045946437,-0.00740978130247259,0.001594249843830975,-0.0013238168406623477,1.364163578961059e-05,-3.3996074030300357e-06,-4.358343675742503e-05,-1.1056195632020512e-05,1.893807749213822e-06,-1.2950003381234335e-05,0.10545892810475431,0.05209967859203565,0.20545892810475638,4.3044304284155315
14930,1.6999293369359714,3.9783013471315942,-5.154995665732847,-0.007432433589602252,0.001542471974827595,-0.001256479076322583,1.3532554570003457e-05,-3.336853804753365e-06,-4.373944828369651e-05,-7.365861666769339e-06,-7.975132135157861e-06,-1.53409938019272e-05,0.10539597819063122,0.05205233836186747,0.2053959781906333,2.6408343033001387
14940,1.6254957774998595,3.993466338153397,-5.167223081266944,-0.007454116497591895,0.0014904933270949883,-0.0011889774508773102,1.3426858277952386e-05,-3.2726697935459987e-06,-4.388973292839131e-05,-1.0010312325368387e-05,-1.143992696788122e-06,-1.1154305022156508e-05,0.1052877665816439,0.05199969522168109,0.20528776658164596,2.5974945624662777
14950,1.5508502475832973,4.00811056686593,-5.178774697791329,-0.007474827229983894,0.0014383206379030564,-0.0011213207383549235,1.3324667829807171e-05,-3.2070715026398922e-06,-4.40342705418539e-05,-2.5785946467382075e-06,-2.5785946467382075e-06,-1.4809665008788891e-05,0.1051800649047658,0.05200946187047899,0.20518006490476787,4.430197415291042
14960,1.476002482405822,4.022232126642582,-5.189649008386021,-0.007494563114845183,0.0013859606688307103,-0.001053517732032168,1.3226102014781491e-05,-3.140078121477959e-06,-4.417304173389455e-05,-1.5240080628229482e-05,-5.2033213061891855e-06,-1.0036759322040297e-05,0.10511513864983106,0.05192897874821681,0.20511513864983316,2.252772458148434
14970,1.4009622432824436,4.03582917859062,-5.1998445941555556,-0.0075133216050623265,0.0013334202049364468,-0.000985577243354598,1.3131277141858167e-05,-3.0717119412380867e-06,-4.430602787670528e-05,-1.3588356589368828e-05,6.415355180275548e-08,-1.3524203037566074e-05,0.10500177724254887,0.051880476646653434,0.205001777242551,4.4929349456295595
14980,1.3257393163740283,4.048899951781836,-5.209360124405262,-0.007531100278623337,0.0012807060539272227,-0.0009175081008560701,1.3040306681038011e-05,-3.0019983846451866e-06,-4.4433211107666104e-05,-4.122549905881443e-06,-9.493186248127403e-06,-1.3615736154008844e-05,0.10492788468961417,0.051866412750655226,0.20492788468961629,3.2105439362395183
14990,1.2503435114349306,4.061442743474859,-5.218194356806748,-0.007547896838886274,0.001227825045325681,-0.0008493191490773301,1.2953300901169573e-05,-2.930966019041213e-06,-4.4554574332041446e-05,-8.270617025464048e-06,-8.270617025464048e-06,-1.0514319265444661e-05,0.1048245960422232,0.051796834039244816,0.2048245960422253,3.5051582591738955
15000,1.174784660558005,4.073455919329151,-5.226346137552554,-0.007563709114834672,0.0011747840296357649,-0.0007810192474837453,1.287036650676468e-05,-2.8586465518181386e-06,-4.467010122556573e-05,-1.0656588688582296e-05,4.0443768936827896e-06,-1.4700965582265086e-05,0.10470870492736535,0.05178954400581415,0.20470870492736742,3.8170524966399286
15010,1.099072616917128,4.084937913610632,-5.23381440149998,-0.007578535061319778,0.001121589877506768,-0.0007126172693822349,1.2791606276348793e-05,-2.785074807475893e-06,-4.477977623691766e-05,-6.315389940956454e-06,-9.075762891649894e-06,-1.5391152832606348e-05,0.10465830026693415,0.05173423766328217,0.2046583002669362,2.7974137250232824
15020,1.0232172535073643,4.09588722938896,-5.2405981723040895,-0.0075923727592896945,0.001068249478895854,-0.0006441221008374495,1.2717118705012271e-05,-2.710288685744444e-06,-4.488358459008228e-05,-1.2011472656138096e-05,7.141011499268356e-08,-1.1940062541145413e-05,0.10454864141056258,0.051663063275748315,0.20454864141056467,3.214732679342778
15030,0.947228461882908,4.106302438726403,-5.246696562539865,-0.007605220416005396,0.0010147697422290903,-0.0005755426395872487,1.2646997653915149e-05,-2.634329100404645e-06,-4.498151228660047e-05,-1.7842208734384425e-06,-1.7842208734384425e-06,-1.5046707872115431e-05,0.10444086098509693,0.05168961384035461,0.20444086098509906,4.40014203486062
15040,0.8711161508929284,4.116182182858337,-5.252108773813511,-0.007617076365243679,0.0009611575935610269,-0.0005068877939575244,1.2581332009549807e-05,-2.557239898653124e-06,-4.5073546107705444e-05,-1.6081479167173574e-05,-6.039052744991923e-06,-1.004242642218165e-05,0.10437278074812874,0.051593650656909414,0.20437278074813084,2.745206185757895
15050,0.794890245415451,4.125525172365317,-5.2568340968629075,-0.0076279390674870344,0.0009074199757328643,-0.0004381664817764172,1.2520205355580084e-05,-2.4790677610791865e-06,-4.515967361634514e-05,-1.4587398514783706e-05,1.6409359539155953e-06,-1.294646256086811e-05,0.10424778034061188,0.05154733415348864,0.20424778034061397,4.61217069370771
15060,0.7185606850894057,4.134330187336732,-5.2608719116471985,-0.007637807110100496,0.0008535638475292385,-0.0003693876292879687,1.246369566005108e-05,-2.3998620825527817e-06,-4.5239883159090765e-05,-3.6208454786762475e-06,-1.0879808981480963e-05,-1.450065446015721e-05,0.10418476362610665,0.05153327067331083,0.20418476362610877,2.698544430713582
15070,0.6421374230449715,4.142596077526012,-5.264221687425525,-0.007646679207495451,0.0007995961828336575,-0.0003005601700652576,1.2411874980697424e-05,-2.3196748345574993e-06,-4.531416386793022e-05,-9.133214508652666e-06,-9.133214508652666e-06,-9.579825453768551e-06,0.10408235874761358,0.051453586555886235,0.20408235874761568,3.427969939049784
15080,0.5656304246323475,4.150321762497397,-5.2668829828248676,-0.007654554201280426,0.0007455239697826268,-0.00023169304392306033,1.236480919097135e-05,-2.2385604097373243e-06,-4.538250566194672e-05,-9.979387959131731e-06,5.5929199229514496e-06,-1.557230788208318e-05,0.10396212603774836,0.0514499370096956,0.20396212603775046,3.9113549926994784
15090,0.4890496661490825,4.157506231764225,-5.268855445897031,-0.007661431060398887,0.0006913542099184925,-0.0001627951958300799,1.2322557729263237e-05,-2.1565754496553274e-06,-4.544489924888126e-05,-5.267575129487814e-06,-1.0147522852313678e-05,-1.5415097981801492e-05,0.10392297092010923,0.051384982705544,0.20392297092011138,2.808690169169923
15100,0.412405133566091,4.164148544918754,-5.270138814164748,-0.0076673088812540275,0.0006370939173410326,-9.387557482078513e-05,1.2285173373600278e-05,-2.0737786569824265e-06,-4.5501336126579603e-05,-1.312034875258826e-05,1.2527298505050294e-06,-1.1867618902083232e-05,0.10380803852898866,0.05130854469101186,0.2038080385289908,3.5308635969005677
15110,0.33570682125248524,4.1702478317534855,-5.270732914656887,-0.0076721868878205585,0.0005827501178578297,-2.494313290690161e-05,1.2252702043884105e-05,-1.9902305935396815e-06,-4.55518085843226e-05,-9.789241489113753e-07,-9.789241489113753e-07,-1.5404023912935553e-05,0.10370725245874424,0.05133808139807227,0.20370725245874638,4.314246547693649
15120,0.2589647306993558,4.175803292373993,-5.270637663932783,-0.0076760644317435105,0.0005283298481334531,4.399317601140472e-05,1.2225182633469407e-05,-1.9059934658044235e-06,-4.5596309704039685e-05,-1.6578063474766445e-05,-7.103091113717606e-06,-9.474972361048839e-06,0.10364453283353488,0.051233463123113505,0.20364453283353703,2.96495584949103
15130,0.1821888692426286,4.180814197303231,-5.269853068095677,-0.007678940992424036,0.0004738401548374816,0.00011292439723460977,1.2202646871598087e-05,-1.821130899654519e-06,-4.563483336140576e-05,-1.5364242432692408e-05,2.788043360917168e-06,-1.2576199071775238e-05,0.10351235070521211,0.05118845122452972,0.2035123507052143,4.618752713687502
15140,0.10538924878512844,4.185279887577321,-5.268379222795261,-0.007680816177092211,0.00041928809379139444,0.0001818415763531391,1.2185119217889788e-05,-1.7357077062628178e-06,-4.56673742268203e-05,-2.599951602712101e-06,-1.1919250969612748e-05,-1.4519202572324848e-05,0.10345524345091309,0.051180695709615726,0.2034552434509153,2.428318022713646
15150,0.028575884517980356,4.189199774832796,-5.266216313219338,-0.007681689720866816,0.00036468072911436197,0.00025073576033686024,1.2172616789758168e-05,-1.6497896411625368e-06,-4.569392776626921e-05,-9.742508150415588e-06,-9.742508150415588e-06,-9.05869482220635e-06,0.10335452634944609,0.05109043637901573,0.2033545263494483,3.362230586851026
15160,-0.04824120635852236,4.1925733413853115,-5.263364614074572,-0.007681561486802115,0.0003100251323679634,0.0003195979986247176,1.2165149323276627e-05,-1.5634431585816291e-06,-4.571449024206864e-05,-9.245833191035161e-06,6.468651038544009e-06,-1.571448422957917e-05,0.10323170098201816,0.051095118659589774,0.20323170098202034,4.00230285769703
15170,-0.12505200591445237,4.19540014029978,-5.259824489556353,-0.007680431465921577,0.0002553283816998609,0.0003884193442144708,1.216271916766529e-05,-1.476735163188748e-06,-4.572905871349135e-05,-4.371672446597074e-06,-1.1227122291296072e-05,-1.5598794737893146e-05,0.10319877474144057,0.05103948307730822,0.20319877474144274,2.7972213099153223
15180,-0.2018464967700547,4.1976797954519505,-5.255596393307759,-0.007678299777238558,0.00020059756098645998,0.00045719085475249194,1.2165321313218431e-05,-1.389732761404486e-06,-4.573763103727438e-05,-1.3377262004251674e-05,2.3230815256556345e-06,-1.105418047859604e-05,0.10308196646973662,0.050957545757753235,0.20308196646973878,3.6195316932552384
15190,-0.27861466337569446,4.199412001581402,-5.250680868367619,-0.007675166667763902,0.00014583975897458545,0.0005259035936235816,1.2172943452145461e-05,-1.3025030144094584e-06,-4.574020586800896e-05,-2.1680525988566602e-07,-2.1680525988566602e-07,-1.5957968799020858e-05,0.10297537353628346,0.05100418667895492,0.20297537353628564,4.285237805765622
15200,-0.3553464932918152,4.200596524335957,-5.24507854710768,-0.007671032512500447,9.106206842220264e-05,0.0005945486310407599,1.2185566071464411e-05,-1.2151126949263922e-06,-4.573678265841188e-05,-1.6770798398951793e-05,-8.38181795349939e-06,-8.388980445452405e-06,0.10293415685007436,0.05089177634907084,0.20293415685007654,2.9970610128256903
15210,-0.43203197846877667,4.201233200307486,-5.238790151158881,-0.007665897814424411,3.627158523821429e-05,0.0006631170451349863,1.2203162576771073e-05,-1.1276280497683444e-06,-4.57273616594786e-05,-1.5905146778842963e-05,3.4767783812973786e-06,-1.2428368397545583e-05,0.1027992082632054,0.050847048499702965,0.2027992082632076,4.614737857368677
15220,-0.5086611165264411,4.201321937059118,-5.231816491326718,-0.0076597632044536216,-1.8524592378635718e-05,0.000731599923044769,1.2225699445414565e-05,-1.0401145700320895e-06,-4.571194392051787e-05,-1.0711915912701303e-06,-1.2585540022607992e-05,-1.3656731613878122e-05,0.10274965360325393,0.050843108803576856,0.20274965360325614,2.441650095287435
15230,-0.5852239120333749,4.20086271314383,-5.224158467495726,-0.00765262944140256,-7.331936480172025e-05,0.0007999883620056116,1.2253136407345742e-05,-9.526367706774094e-07,-4.56905312890681e-05,-1.0064602343012857e-05,-1.0064602343012857e-05,-8.879828657668731e-06,0.10265794331805037,0.05074208924412234,0.2026579433180526,3.37592096730173
15240,-0.6617103777855359,4.199855578114402,-5.215817068523061,-0.007644497411924188,-0.0001281056318393161,0.0008682734704392544,1.2285426651671968e-05,-8.652579810730396e-07,-4.566312641069534e-05,-8.36772375108895e-06,6.6767015370589305e-06,-1.5044425288147882e-05,0.10252857619791278,0.05073890139899062,0.20252857619791492,3.958632776572209
15250,-0.738110536084312,4.198300652524767,-5.2067933721211945,-0.00763536813043853,-0.00018287629359818683,0.0009364463690426575,1.2322517056754454e-05,-7.780401479123435e-07,-4.5629732728672834e-05,-3.5256737014605727e-06,-1.2244270208437622e-05,-1.5769943909898195e-05,0.1025065605560426,0.050682495580624334,0.2025065605560448,2.8069374859698764
15260,-0.8144144200137785,4.196198127922694,-5.197088544729713,-0.007625242739047928,-0.00023762425134792704,0.0010044981918766822,1.2364348441523136e-05,-6.91043651710277e-07,-4.559035448354256e-05,-1.2706773847935706e-05,-6.254261493543319e-06,-6.254261493543319e-06,0.10238508058662257,0.05058522328266046,0.20238508058662474,3.511960249313054
15270,-0.8906120747170436,4.193548266833836,-5.186703841376244,-0.0076141225074389945,-0.00029234240838603247,0.0010724200874544121,1.2410855835561152e-05,-6.043271378923033e-07,-4.554499671255875e-05,5.714581410701001e-07,5.714581410701001e-07,-1.6462489736062033e-05,0.10227376673183645,0.050635039859931105,0.20227376673183864,4.337549954424119
15280,-0.9666935586715434,4.190351402737127,-5.175640605526485,-0.0076020088327711545,-0.0003470236709036595,0.0011402032198290651,1.2461968765426613e-05,-5.179473632797135e-07,-4.549366524901329e-05,-1.6412633226562265e-05,-9.808115002875326e-06,-6.604518223686938e-06,0.1022404366993606,0.05052900472457335,0.20224043669936273,2.8617423973517107
15290,-1.0426489449631582,4.186607940031509,-5.163900268923373,-0.007588903239551772,-0.0004016609488520349,0.0012078387696814379,1.251761155463233e-05,-4.31959058568389e-07,-4.5436366721443614e-05,-1.5972718942671928e-05,3.810440446379893e-06,-1.2162278496292034e-05,0.10210188118096028,0.050474060536034454,0.20210188118096242,4.607159706194012
15300,-1.1184683225590102,4.182318353994,-5.151484351415369,-0.007574807379497777,-0.00045624715680947763,0.001275317935406832,1.2577703634693825e-05,-3.4641480719335524e-07,-4.537310855272306e-05,1.0719920508077952e-06,-1.1764920922381811e-05,-1.1764920922381811e-05,0.10204175851472196,0.0504933773462509,0.2020417585147241,2.7285368401959835
