Time (s),x (m),y (m),z (m),vx (m/s),vy (m/s),vz (m/s),B_North (nT),B_East (nT),B_Down (nT),RollTorque (Nm),PitchTorque (Nm),YawTorque (Nm),OmegaX (rad/s),OmegaY (rad/s),OmegaZ (rad/s),Power (Watt)
6620,-2.182236230211063,-3.8765997828251284,5.050835685709422,0.007267278365492666,-0.0018413332774722805,0.0017278535175277317,1.433434239785805e-05,3.7171656382433355e-06,4.2557782288030205e-05,-9.777275707906366e-06,-2.4261248613757233e-06,-1.220340056928209e-05,0.15776154661967498,0.07848060653292399,0.2577615466196773,0
6630,-2.109422764437842,-3.894759997569927,5.0677836177964055,0.007295256414986797,-0.0017906704762867087,0.0016616963140921271,1.4207579136106787e-05,3.662621892567377e-06,4.2746044021975884e-05,-7.39314055611082e-06,-5.839550907336046e-06,-1.3232691463446865e-05,0.157672321704358,0.07844193000417883,0.25767232170436044,0
6640,-2.0363342752754328,-3.912412419427601,5.084068894641626,0.00732228245933279,-0.0017397757990702334,0.0015953239066313096,1.408346794743492e-05,3.6066181067892625e-06,4.292870561546591e-05,-1.0324426240921183e-05,-2.1085513900007772e-06,-1.243297763092196e-05,0.15757436279792164,0.07838431988477058,0.2575743627979241,0
6650,-1.9629803000909065,-3.929554762655479,5.0996894073712875,0.00734835305585831,-0.0016886558540177067,0.001528744932677421,1.3962135257929707e-05,3.5491543048077934e-06,4.310574323014149e-05,-7.338854137633256e-06,-6.29119205393282e-06,-1.3630046191566077e-05,0.15748446676641076,0.07834774656057211,0.25748446676641323,0
6660,-1.8893704100641036,-3.9461848077314796,5.1146431336123515,0.00737346488473998,-0.001637317276914746,0.001461968054671104,1.3843707224159919e-05,3.4902330365125926e-06,4.327713377114694e-05,-1.0822427342540541e-05,-1.7852235349347105e-06,-1.2607650877475252e-05,0.15738440664030867,0.0782880310157947,0.2573844066403111,0
6670,-1.8155142089574114,-3.962300401625895,5.128928137736254,0.007397614749348322,-0.001585766730313119,0.0013950019588872048,1.3728309449705152e-05,3.4298594894918008e-06,4.344285489026842e-05,-7.246697272179396e-06,-6.7241247588650366e-06,-1.3970822031044434e-05,0.15729409899515412,0.07825353824575172,0.2572940989951565,0
6680,-1.7414213318821579,-3.977899458064928,5.142542571091874,0.007420799576579094,-0.0015340109027045339,0.0013278553543595304,1.3616066687035117e-05,3.36804159265952e-06,4.3602884988967275e-05,-1.1272925872438972e-05,-1.4586140357600826e-06,-1.2731539908199055e-05,0.15719220927298747,0.07819175774084385,0.2571922092729899,0
6690,-1.6671014440617553,-3.992979957785945,5.155484672227733,0.007443016417171099,-0.0014820565076929003,0.0012605369718047342,1.350710252574785e-05,3.304790110448286e-06,4.375720322130598e-05,-7.119523488131508e-06,-7.138850198293312e-06,-1.425837368642482e-05,0.1571017133026638,0.078159294105972,0.25710171330266623,0
6700,-1.5925642395917403,-4.007539948784459,5.167752767103449,0.007464262446010492,-0.0014299102831651085,0.0011930555625453874,1.3401539068388946e-05,3.2401187262156377e-06,4.390578949676675e-05,-1.1677213327168463e-05,-1.130888785352457e-06,-1.280810211252092e-05,0.15699823618575204,0.07809547259369584,0.2569982361857545,0
6710,-1.5178194401968328,-4.02157754655281,5.179345269290411,0.007484534962421652,-0.0013775789904603884,0.0011254198974323141,1.3299496595289539e-05,3.1740441135374452e-06,4.404862448296158e-05,-6.959677316066161e-06,-7.535625865888002e-06,-1.4495303181954163e-05,0.15690774563258655,0.07806496273378827,0.256907745632589,0
6720,-1.4428767939851563,-4.035090934310522,5.190260680161656,0.007503831390444662,-0.001325069413538296,0.001057638765766241,1.3201093220073819e-05,3.106585994105753e-06,4.4185689608234596e-05,-1.2036066747489945e-05,-8.038407188419155e-07,-1.2839907466331861e-05,0.15680290101314504,0.07799911215897684,0.2568029010131475,0
6730,-1.3677460741997505,-4.048078363226344,5.200497589070988,0.00752214927909944,-0.0012723883581453744,0.0009897209742188336,1.3106444537693827e-05,3.037767181016119e-06,4.4316967064154234e-05,-6.768843529620479e-06,-7.914419216713043e-06,-1.4683262746333522e-05,0.15671258799350524,0.07797046200346452,0.2567125879935077,0
6740,-1.2924370779675032,-4.0605381526319535,5.210054673521283,0.00753948630263658,-0.0012195426509805443,0.0009216753457531675,1.3015663267047813e-05,2.967613606320065e-06,4.444243980789635e-05,-1.2349625351470134e-05,-4.788373781012724e-07,-1.2828462729571406e-05,0.15660658164574656,0.07790258709479318,0.25660658164574907,0
6750,-1.21695962504565,-4.07246869022729,5.218930699322002,0.007555840260774913,-0.0011665391388592625,0.0008535107185437009,1.2928858890420764e-05,2.8961543318315377e-06,4.4562091564517034e-05,-6.5479332176662856e-06,-8.274872389000814e-06,-1.48228056066671e-05,0.15651660552983832,0.07787568941013619,0.2565166055298408,0
6760,-1.1413235565659547,-4.08386843227755,5.227124520735911,0.007571209078925882,-0.0011133846878765001,0.000785235944895796,1.2846137292150496e-05,2.823421542312377e-06,4.4675906829114636e-05,-1.2617302053194663e-05,-1.567811359149453e-07,-1.2774083189109608e-05,0.15640963810710987,0.07780579269861852,0.25640963810711237,0
6770,-1.0655387337767197,-4.09473590380178,5.234635080614977,0.007585590808404715,-0.001060086182568578,0.0007168598901648467,1.2767600399064477e-05,2.7494505203195798e-06,4.478387086888115e-05,-6.297006352987594e-06,-8.616276638577406e-06,-1.4913282991565e-05,0.1563201550946382,0.07778053289258961,0.2563201550946408,0
6780,-0.989615036782745,-4.105069698753102,5.241461410525467,0.00759898362662847,-0.0010066505250739058,0.0006483914316750648,1.2693345825346313e-05,2.6742796021746356e-06,4.488596972504179e-05,-1.2837729433343643e-05,1.6191853436618143e-07,-1.2675810898977462e-05,0.15621243168539212,0.07770861992178574,0.2562124316853947,0
6790,-0.9135623632833746,-4.114868480190532,5.24760263086223,0.007611385837300971,-0.0009530846342926587,0.0005798394576379699,1.2623466524574578e-05,2.5979501147108246e-06,4.498219021468302e-05,-6.015231205364985e-06,-8.937555726362427e-06,-1.4952786931727411e-05,0.15612360483036297,0.07768488206247842,0.25612360483036556,0
6800,-0.837390627308759,-4.124130980442393,5.253057950952156,0.0076227958705846815,-0.0008993954450454389,0.0005112128660706389,1.2558050451725314e-05,2.5205062926647182e-06,4.507251993246849e-05,-1.3008740752685124e-05,4.773607238322944e-07,-1.2531380028852831e-05,0.15601534483558357,0.07761096676949773,0.25601534483558613,0
6810,-0.7611097579544642,-4.1328560012613025,5.257826669146828,0.007633212283259518,-0.0008455899072309507,0.0004425205637137554,1.2497180237941028e-05,2.44199517680027e-06,4.5156947252242336e-05,-5.700882100352329e-06,-9.237258333332353e-06,-1.4938140433684682e-05,0.1559273542736516,0.07758863978251174,0.25592735427365415,0
6820,-0.6847296981145563,-4.1410424139707445,5.261908172904343,0.007642633758868665,-0.0007916749849827321,0.00037377146494951114,1.244093288084185e-05,2.362466493083935e-06,4.523546132851995e-05,-1.3127387998185259e-05,7.901558879486187e-07,-1.2337232110236639e-05,0.15581880135926302,0.07751275002971499,0.25581880135926555,0
6830,-0.6082604032132942,-4.148689159603196,5.265301938860323,0.007651059107851397,-0.0007376576558249745,0.00030497449071939937,1.2389379453085624e-05,2.2819725134629442e-06,4.5308052097865695e-05,-5.35137839087437e-06,-9.513560548574212e-06,-1.4864938939448583e-05,0.15573185447130797,0.07749173402938121,0.2557318544713105,0
6840,-0.5317118399355594,-4.15579524902981,5.268007532888083,0.007658487267662934,-0.0006835449098274659,0.0002361385674419475,1.2342584831774818e-05,2.2005678990319097e-06,4.537471028015725e-05,-1.3189755313369736e-05,1.1010766981014173e-06,-1.2088678615268319e-05,0.15561886664085517,0.07741950547719997,0.25561886664085776,0
6850,-0.4550939849561502,-4.162359763081637,5.27002461014801,0.007664917302881351,-0.0006293437487596926,0.00016727262593043153,1.230060745115765e-05,2.118309526600544e-06,4.5435427379736874e-05,-4.962891972533138e-06,-9.764258058103071e-06,-1.4727150030636211e-05,0.15553320876997798,0.07739971468253379,0.2555332087699805,0
6860,-0.37841682366807305,-4.1683818526624,5.271352915126083,0.007670348405301556,-0.0005750611852441289,9.838560031061352e-05,1.2263499080882232e-05,2.035256299892891e-06,4.5490195686448775e-05,-1.319127881278689e-05,1.4121514334756455e-06,-1.1779127379311245e-05,0.15542027349392507,0.07732534362495057,0.25542027349392765,0
6870,-0.30169034890995794,-4.17386073885277,5.271992281661588,0.0076747798940163614,-0.0005207042419087497,2.9486426938545117e-05,1.223130463183626e-05,1.9514689468115097e-06,4.553900827656314e-05,-4.53132574679271e-06,-9.986700943853455e-06,-1.4518026690646166e-05,0.15533619770966245,0.07730671886960754,0.2553361977096649,0
6880,-0.22492455969272784,-4.1787957130062034,5.271942632964021,0.0076782112154846465,-0.00046627995053879427,-3.9415956681522394e-05,1.2204061991345504e-05,1.8670098043841295e-06,4.558185901358562e-05,-1.3127416613295362e-05,1.7255776652868653e-06,-1.1401838948008498e-05,0.15522738036038217,0.0772273446853198,0.2552273803603846,0
6890,-0.14812945992565096,-4.183186136836248,5.271203981619147,0.007680641943586629,-0.00041179535122781556,-0.00010831261297908019,1.2181801889216308e-05,1.7819425931716695e-06,4.56187425489538e-05,-4.051989984738774e-06,-1.0178557799279098e-05,-1.4230547784017872e-05,0.15513677999815376,0.07721722136862551,0.25513677999815615,0
6900,-0.07131505714190468,-4.187031442495394,5.269776429584265,0.007682071779666255,-0.00035725749152804286,-0.0001771946053991158,1.2164547795793797e-05,1.6963321830513693e-06,4.5649654322618666e-05,-1.2992540821767775e-05,2.0437031372373635e-06,-1.094883768453041e-05,0.15502822183088175,0.07713536041520874,0.2550282218308841,0
6910,0.005508638776220092,-4.190331132645407,5.267660168172637,0.007682500552560701,-0.0003026734256000881,-0.0002460529994836381,1.2152315852876763e-05,1.6102443523947233e-06,4.567459056351306e-05,-3.5189677757706172e-06,-1.0336397110301864e-05,-1.385536488607248e-05,0.15493487890522217,0.07713706436445511,0.25493487890522454,0
6920,0.08233161687234496,-4.193084780519149,5.264855478027116,0.007681928218616988,-0.00024805021336202763,-0.00031487886395293306,1.2145114837985089e-05,1.5237455427343877e-06,4.569354828990529e-05,-1.2780623469323535e-05,2.3694398161953124e-06,-1.0411183653128222e-05,0.15482694911876668,0.07705281439148555,0.25482694911876913,0
6930,0.15914386639113187,-4.195292029973909,5.2613627290829585,0.007680354861695722,-0.0001933949196378872,-0.0003836632717865104,1.2142946162125551e-05,1.4369026110561217e-06,4.5706525309639144e-05,-2.9270849841528006e-06,-1.0456434557197561e-05,-1.3383519541350363e-05,0.15473496514960053,0.07705534691624326,0.2547349651496029,0
6940,0.235935378053384,-4.196952595536192,5.257182380519822,0.0076777806931619345,-0.00013871461330556065,-0.00045239730130369846,1.2145803900851045e-05,1.3497825818604584e-06,4.5713520220259944e-05,-1.2486312731815381e-05,-6.614991078431263e-06,-6.614991078431263e-06,0.15463333047696629,0.07695953111598826,0.25463333047696873,0
6950,0.31269614533099044,-4.198066262437997,5.252314980702974,0.00767420605186303,-8.401636644419335e-05,-0.000521072037243848,1.2153674858063792e-05,1.262452401114304e-06,4.5714532409026727e-05,-2.2719592656236737e-06,-1.1757534925402797e-05,-1.1757534925402797e-05,0.15454011112724564,0.07696164724225445,0.25454011112724806,0
6960,0.38941616572158577,-4.198632886644571,5.246761167113691,0.0076696314040938214,-2.9307253481059177e-05,-0.0005896785718461024,1.2166538661682005e-05,1.1749786941562257e-06,4.57095620528103e-05,-1.2104297653756021e-05,-6.532365014446367e-06,-6.532365014446367e-06,0.1544398635512656,0.07686351487365414,0.25443986355126796,0
6970,0.4660854420227959,-4.198652394873615,5.240521666268858,0.007664057343548652,2.540564966203756e-05,-0.0006582080059286928,1.2184367889976104e-05,1.0874275295324358e-06,4.569861011787835e-05,-1.5484977055017397e-06,-1.1806216954961227e-05,-1.1806216954961227e-05,0.15434851924231194,0.07686644394608287,0.2543485192423144,0
6980,0.5426939836059396,-4.198124784605962,5.2335972936297885,0.007657484591260564,8.011526642280458e-05,-0.0007266514499677134,1.2207128227090824e-05,9.99864190625844e-07,4.568167835956655e-05,-1.1630046573486992e-05,-1.6243592133730103e-05,-4.6135455602431095e-06,0.1542443389288888,0.07676687217756503,0.25424433892889126,0
6990,0.6192318076890575,-4.197050124087712,5.225988953500254,0.0076499139955275115,0.00013481452045291685,-0.0007950000251753341,1.2234778646008336e-05,9.123529568011489e-07,4.5658769321836754e-05,-7.520216358350906e-07,-1.1797578510179884e-05,-1.1797578510179884e-05,0.1541465097096821,0.07678043271444644,0.25414650970968455,0
7000,0.6956889406091384,-4.195428552323818,5.217697638913734,0.007641346531825612,0.00018949633647285228,-0.0008632448645774073,1.2267271616977778e-05,8.249568956281742e-07,4.562988633672189e-05,-1.1059593802523618e-05,-1.6282555771193608e-05,-5.222961968669989e-06,0.15404983500162933,0.0766779963202601,0.2540498350016318,0
7010,0.7720554190934127,-4.193260279063118,5.208724431509888,0.007631783302709367,0.0002441536411270757,-0.00093137711409042,1.230455333924182e-05,7.377376675674103e-07,4.559503352365844e-05,1.1998769300775528e-07,-1.2948797296018329e-05,-1.3068784989026085e-05,0.15394953123285354,0.07670179581782387,0.25394953123285596,0
7020,0.8483212915295828,-4.190545584774822,5.199070501400281,0.007621225537698875,0.0002987793638395362,-0.0009993879335977464,1.2346563993732735e-05,6.507553443101413e-07,4.555421578870605e-05,-1.0391644532414683e-05,-1.621830785989315e-05,-5.826663327478466e-06,0.15385460077348023,0.07659679079712862,0.2538546007734826,0
7030,0.924476619234862,-4.187284820616436,5.188737107023323,0.007609674593153966,0.00035336643766944423,-0.0010672684980251508,1.2393238014290558e-05,5.640682417647096e-07,4.550743882365517e-05,1.0680613322546892e-06,-1.2751705099121351e-05,-1.3819766431376041e-05,0.15375284163121855,0.07661138039514027,0.2537528416312209,0
7040,1.0005114777236863,-4.1834784083931345,5.1777255949884795,0.007597131952135267,0.000407907800167293,-0.0011350099984154946,1.2444504374873831e-05,4.777327684747393e-07,4.5454709105022865e-05,-9.625591377299253e-06,-1.603017807182444e-05,-6.404586694525189e-06,0.1536658564972099,0.0765035488339742,0.2536658564972123,0
7050,1.0764159579739745,-4.17912684050856,5.1660373999097216,0.007583599224252114,0.0004623963942310859,-0.0012026036430025893,1.2500286890188906e-05,3.918032900483807e-07,4.539603389293703e-05,2.0900695999200604e-06,-1.2427258287107744e-05,-1.4517327887027805e-05,0.15356641046449018,0.07651838545835953,0.2535664104644926,0
7060,1.1521801676917984,-4.17423067990707,5.1536740442282625,0.007569078145497324,0.0005168251689627339,-0.0012700406582841514,1.2560504527155695e-05,3.0633200997383764e-07,4.533142122990947e-05,-1.0411898171162416e-05,-1.0411898171162416e-05,-6.932118834803896e-06,0.1534829754608254,0.07641790715448057,0.2534829754608279,0
7070,1.227794232574338,-4.168790560007416,5.140637138024546,0.0075535705780687586,0.0005711870805245831,-0.001337312290093799,1.2625071724653669e-05,2.2136886699898644e-07,4.526087993949853e-05,-9.940417898718752e-07,-9.940417898718752e-07,-1.5136399269448267e-05,0.15337270683798954,0.07644357994377743,0.25337270683799196,0
7080,1.3032482975709845,-4.162807184627852,5.126928378819543,0.007537078510177651,0.0006254750929960303,-0.0014044098046720323,1.269389871904898e-05,1.3696144906498335e-07,4.518441962486107e-05,-1.0409798832383144e-05,-1.0409798832383144e-05,-7.383927631472415e-06,0.1532911690695467,0.07633983123294912,0.25329116906954907,0
7090,1.3785325281424583,-4.156281327902688,5.112549551365325,0.007519604055843649,0.0006796821792301879,-0.0014713244897361455,1.2766891873089858e-05,5.31549236080282e-08,4.5102050667194964e-05,-8.195205301358184e-07,-8.195205301358184e-07,-1.5652250521653896e-05,0.15318289984386604,0.0763554087751261,0.2531828998438683,0
7100,1.4536371115178155,-4.14921383419026,5.097502527424949,0.007501149454676526,0.0007338013217105521,-0.0015380476555490066,1.2843954005867887e-05,-3.000801611795701e-08,4.5013784224072357e-05,-1.033068200031444e-05,-1.033068200031444e-05,-7.735085763747713e-06,0.15310997068154483,0.07624937317382972,0.25310997068154706,0
7110,1.528552257949202,-4.141605617972349,5.081789265541671,0.007481717071644532,0.0007878255134076292,-0.0016045706359866432,1.2924984721674843e-05,-1.1248718919017951e-07,4.491963222766368e-05,-5.823046848820027e-07,-5.823046848820027e-07,-1.603746904803492e-05,0.15300059435549668,0.07626448788559205,0.2530005943554989,0
7120,1.6032682019642206,-4.133457663745028,5.0654118107974755,0.007461309396829319,0.0008417477586354742,-0.0016708847896045689,1.3009880735734955e-05,-1.9424495025779152e-07,4.481960738285393e-05,-1.46267852896876e-05,-6.669157251518168e-06,-7.957628038169432e-06,0.15293356792433108,0.0761603197576509,0.25293356792433336,0
7130,1.6777752036157882,-4.124771025900942,5.048372294560957,0.007439929045167394,0.0008955610739080956,-0.001736981500702786,1.3098536194955112e-05,-2.7524619860502325e-07,4.471372316525101e-05,-7.3146756046931606e-06,8.950192475052334e-06,-1.6264868079745496e-05,0.1528159674998188,0.07617933775299254,0.25281596749982116,0
7140,1.7520635497293313,-4.115546828603029,5.0306729342245555,0.007417578756178058,0.0009492584887956706,-0.0018028521803893957,1.3190842992009462e-05,-3.554583738585076e-07,4.460199381908687e-05,-1.5249578613585573e-05,-7.225104569569796e-06,-8.024474044015777e-06,0.15274804396202288,0.07608370151053996,0.2527480439620251,0
7150,1.8261235551472,-4.1057862656496775,5.012316032931162,0.007394261393677784,0.0010028330467805246,-0.0018684882676427428,1.3286691071254525e-05,-4.3485143923400803e-07,4.4484434355012274e-05,-7.794907639931467e-06,8.513828103657634e-06,-1.63087357435891e-05,0.15262900394751136,0.07609193462882914,0.25262900394751364,0
7160,1.8999455639701537,-4.0954906003313285,4.993303979290114,0.00736997994548096,0.0010562778061128156,-0.0019338812303720222,1.338596872515379e-05,-5.133978532732866e-07,4.4361060547785784e-05,-1.5704044577351258e-05,-7.792484290117817e-06,-7.91156028723344e-06,0.15257031992811113,0.07599463784091681,0.2525703199281134,0
7170,1.9735199507957863,-4.084661165278518,4.973639247082589,0.00734473752308696,0.0011095858406658735,-0.001999022566476274,1.3488562880073676e-05,-5.910725310603901e-07,4.423188893385735e-05,-8.105264212499387e-06,8.0392182162558e-06,-1.6144482428755188e-05,0.15244664597953475,0.07600045454093314,0.252446645979537,0
7180,2.046837121953757,-4.0732993623013645,4.953324394956419,0.007318537361353492,0.0011627502407911322,-0.002063903804901684,1.3594359370493183e-05,-6.678527959292603e-07,4.4096936808847455e-05,-1.5958085606825914e-05,-8.363627342374246e-06,-7.59445826445167e-06,0.1523886287393955,0.07592209291470586,0.2523886287393977,0
7190,2.1198875167376787,-4.061406662220529,4.932362066110341,0.00729138281815616,0.0012157641141725948,-0.002128516506697116,1.3703243200844238e-05,-7.437183226823643e-07,4.3956222224922224e-05,-8.21488166830124e-06,7.5359061506265365e-06,-1.5750787818927777e-05,0.152267173454032,0.07591661235026591,0.25226717345403415,0
7200,2.1926616086335406,-4.048984604689606,4.910754987967694,0.007263277374034182,0.001268620586680774,-0.0021928522660677827,1.3815098794368008e-05,-8.18651073334696e-07,4.380976398806579e-05,-1.598203624266057e-05,-8.926214823453e-06,-7.055821419207568e-06,0.15221817369298235,0.07583678596668128,0.2522181736929845,0
7210,2.2651499065445133,-4.036034798008999,4.888505971839609,0.007234224631822219,0.001321312803226038,-0.002256902711426981,1.3929810228531258e-05,-8.926352263800507e-07,4.365758165524978e-05,-8.095911088599031e-06,7.015722477768856e-06,-1.5111633566367887e-05,0.15208870704579244,0.075838182603967,0.25208870704579467,0
7220,2.337342956012006,-4.0225589189312565,4.865617912577658,0.00720422831626824,0.0013738339286113008,-0.0023206595064457916,1.4047261456695732e-05,-9.656571005489751e-07,4.3499695531501464e-05,-1.5749893823978165e-05,-9.467744973985467e-06,-6.2821488499926955e-06,0.15205055223498765,0.07575726482256867,0.25205055223498984,3.3515637700740277
7230,2.40923134043283,-4.008558712457882,4.842093788216057,0.007173292273637404,0.0014261771483839846,-0.002384114351100664,1.4167336515871143e-05,-1.0377050739912777e-06,4.3336126666870975e-05,-7.724324319191051e-06,6.493896284244074e-06,-1.4218220603435125e-05,0.15192311127821728,0.07573717221076422,0.2519231112782194,4.3930757185541705
7240,2.4808056822723272,-3.9940359916276353,4.81793665960337,0.0071414204713018525,0.0014783356696871884,-0.002447258982718778,1.428991972050831e-05,-1.1087694997723988e-06,4.3166896853298386e-05,-1.524187549587953e-05,-9.97298774046134e-06,-5.26888775541819e-06,0.15188388703166802,0.07567496912019438,0.2518838870316701,3.2677575484820043
7250,2.552056644273339,-3.9789926372963276,4.793149670023783,0.007108616997316399,0.0015303027221099847,-0.0025100851770211018,1.4414895842402013e-05,-1.1788426185234882e-06,4.29920286213815e-05,-1.0256967361169323e-05,5.98430750849161e-06,-1.0256967361169323e-05,0.15175202050740555,0.07565767846357797,0.2517520205074075,4.356809439797051
7260,2.6229749306608405,-3.963430597908106,4.767736044807979,0.007074886059980026,0.0015820715585367737,-0.0025725847491630364,1.454215027687475e-05,-1.2479184690311362e-06,4.2811545237045265e-05,-8.058680232146886e-06,-1.0425791371502469e-05,-8.058680232146886e-06,0.1517233955037104,0.07559435604741764,0.2517233955037123,3.124255785368363
7270,2.6935512883421433,-3.9473518892582633,4.741699090933577,0.007040231987383179,0.0016336354559956163,-0.0026347495547725474,1.4671569195501109e-05,-1.3159927974957972e-06,4.262547069811357e-05,-1.013869169004213e-05,5.504942306751835e-06,-1.013869169004213e-05,0.15159034318043485,0.07555906064307273,0.25159034318043677,4.253961334906318
7280,2.763776508102479,-3.9307585942475627,4.715042196615244,0.00700465922694074,0.0016849877165054674,-0.0026965714909856814,1.4803039685708835e-05,-1.3830629661289564e-06,4.243382973078414e-05,-2.2992352445678487e-06,-1.0808982987281817e-05,-1.3108218231849665e-05,0.15156052983969578,0.07551418642525595,0.2515605298396977,2.916762729593998
7290,2.833641425795849,-3.9136528626280964,4.687768830884436,0.006968172344910688,0.0017361216679222249,-0.002758042497479356,1.4936449877658503e-05,-1.449127861699318e-06,4.22366477860079e-05,-1.4565122635411395e-05,5.071360395370862e-06,-9.493762240040535e-06,0.1514229875086431,0.07548468066314742,0.251422987508645,4.075698891720743
7300,2.9031369235309907,-3.8960369107406945,4.65988254315885,0.0069307760258983525,0.001787030664783514,-0.002819154557501319,1.5071689058856894e-05,-1.5141878045784808e-06,4.2033951035773e-05,-2.712081425366737e-06,-1.1106345289747534e-05,-1.3818426715114272e-05,0.1513842777887941,0.07545784133762418,0.251384277788796,2.6417769346450006
7310,2.972253930852313,-3.877913021243887,4.631386962801566,0.006892475072346232,0.001837708089152121,-0.0028798996988971606,1.520864777700356e-05,-1.5782444587776073e-06,4.182576636929498e-05,-1.4770607305760028e-05,4.701988302012726e-06,-1.0068619003747303e-05,0.1512563178565002,0.07540712319911225,0.2512563178565022,3.8170025171819977
7320,3.040983425915655,-3.85928354283444,4.602285798669952,0.006853274404009292,0.001888147351457983,-0.002940269995134261,1.534721793160363e-05,-1.6413007434091626e-06,4.161212138911368e-05,-2.882834062972425e-06,-1.1298876841928709e-05,-1.4181710904901134e-05,0.1512166290110226,0.07537889047436958,0.2512166290110246,2.2972710067364654
7330,3.109316436658728,-3.840150889959483,4.572582838654339,0.0068131790574157474,0.0019383418913386503,-0.0030002575663225623,1.548729285490526e-05,-1.703360745952409e-06,4.139304440709803e-05,-1.4696352789278425e-05,4.413400453110064e-06,-1.0282952336168361e-05,0.15110096640053813,0.07532414925460748,0.2511009664005401,4.131434437635884
7340,3.1772440419660883,-3.8205175425202356,4.5422819492065045,0.006772194185313229,0.0019882851784781227,-0.003059854580232037,1.5628767382737063e-05,-1.764429637648513e-06,4.116856444035944e-05,-2.7859218708412204e-06,-1.1372135974553935e-05,-1.4158057845395156e-05,0.1510521321635879,0.07531323321756052,0.25105213216358974,2.1251845103948557
7350,3.244757372828504,-3.8003860455673566,4.511387074858001,0.0067303250561003055,0.0020379707134439676,-0.003119053253306737,1.577153791583103e-05,-1.8245135913011477e-06,4.093871120707503e-05,-1.43231521302822e-05,4.219746047591814e-06,-1.0103406082690386e-05,0.15094545492756586,0.075247319051051,0.2509454549275677,4.402820203764421
7360,3.31184761349656,-3.77975900898793,4.479902237728356,0.00668757705324333,0.002087392028522619,-0.0031778458516752866,1.5915502472219614e-05,-1.8836197017115852e-06,4.070351512222128e-05,-2.4088342339458395e-06,-1.1312172013207837e-05,-1.3721006247153676e-05,0.1508961186014177,0.07523472405817504,0.2508961186014195,2.347686317764881
7370,3.378506002628358,-3.758639107184108,4.447831537023193,0.006643955674678542,0.0021365426885527686,-0.0032362246921577046,1.606056073129345e-05,-1.9417559089337873e-06,4.046300729321951e-05,-1.3642394596424177e-05,4.13257647488638e-06,-9.509818121537797e-06,0.15079496305497903,0.07515600930714958,0.25079496305498084,4.593506941883371
7380,3.4447238344311653,-3.7370290787434293,4.415179148522296,0.006599466532199405,0.0021854162917567246,-0.003294182143268414,1.6206614070099464e-05,-1.9989309244947803e-06,4.0217219515494017e-05,-1.7477410184595587e-06,-1.1110375363592565e-05,-1.2858116382052124e-05,0.1507362890410431,0.07516006465788469,0.25073628904104484,2.503254364477031
7390,3.510492459796864,-3.7149317261008363,4.381949324057669,0.006554115350829113,0.002234006470569665,-0.0033517106262153096,1.63535655924473e-05,-2.0551541606888703e-06,3.996618426794343e-05,-1.265735482698117e-05,4.158638555814329e-06,-8.498716271166842e-06,0.15064046163793193,0.07508686925472931,0.25064046163793363,4.690598053928889
7400,3.5758032874310417,-3.692349915192408,4.348146390981626,0.006507907968178268,0.0022823068924666522,-0.003408802615894744,1.6501320151377993e-05,-2.1104356630209717e-06,3.9709934708327335e-05,-8.117432548787592e-07,-1.0762052136845161e-05,-1.1573795391723921e-05,0.15056943464640143,0.07510664364473676,0.2505694346464031,2.5808519607643885
7410,3.6406477849756,-3.669286575100835,4.313774751624935,0.006460850333787643,0.0023303112607873204,-0.0034654506418823057,1.6649784365530442e-05,-2.164786045844246e-06,3.9448504668568036e-05,-1.1385076973629673e-05,-4.47242083816691e-06,-4.47242083816691e-06,0.15048237100709855,0.07501370767509417,0.2504823710071002,4.68242183701874
7420,3.7050174801247038,-3.645744697692663,4.278838882745109,0.006412948508456052,0.0023780133155581035,-0.0035216472894192296,1.6798866629921777e-05,-2.218216431210486e-06,3.918192864996907e-05,3.7381199361711826e-07,-1.0123058136656575e-05,-1.0123058136656575e-05,0.15041070387227876,0.07503050919678442,0.25041070387228037,2.5712114436997817
7430,3.768903961733941,-3.621727337247322,4.243343334964827,0.006364208663553245,0.0024254068343119214,-0.0035773852003943103,1.694847712163605e-05,-2.2707383909280862e-06,3.891024181835165e-05,-9.85695467417077e-06,-1.3429472534338696e-05,-3.5725178601679256e-06,0.15033398497907827,0.07493437034605356,0.25033398497908,4.559318558162506
7440,3.8322988809225302,-3.5972376100779755,4.207292732200563,0.006314637080317822,0.00247248563290518,-0.0036326570743211656,1.70985278008924e-05,-2.3223638918015485e-06,3.863347999910968e-05,1.769624489421743e-06,-9.987368900550528e-06,-1.1756993389972272e-05,0.15025360061223939,0.07495703999129413,0.25025360061224117,2.4667162979208075
7450,3.895193952168441,-3.572278694144212,4.170691771081481,0.006264240149140165,0.0025192435663319904,-0.00368745566931071,1.7248932407939908e-05,-2.3731052440086255e-06,3.835167967218455e-05,-9.012848876781523e-06,-9.012848876781523e-06,-4.989809712514344e-06,0.15018109922031805,0.0748675338160538,0.25018109922031984,4.315010242114545
7460,3.9575809543962603,-3.5468538286566096,4.133545220358615,0.006213024368830316,0.002565674529535475,-0.003741773803038675,1.7399606456202135e-05,-2.4229750525557257e-06,3.806487796696089e-05,-3.087122763676398e-07,-3.087122763676398e-07,-1.2812568831991127e-05,0.15008918798882773,0.07490395710636802,0.2500891879888295,2.2620584620910638
